residue,count,avg_total_steps,avg_stopping_time,max_total_steps,argmax_total_steps,max_stopping_time,argmax_stopping_time,max_value,argmax_max_value
454,1953,102.135689,1.0,268,789958,1,454,8153620,587718
455,1953,151.009729,13.0,383,324551,13,455,1602104344,365511
456,1953,124.370712,1.0,312,879048,1,456,593279152,879048
457,1953,137.509473,3.0,395,987081,3,457,2482111348,358345
458,1953,124.370712,1.0,312,879050,1,458,593279152,879050
459,1953,125.590886,8.0,317,736715,8,459,1570824736,490955
460,1953,124.370712,1.0,312,879052,1,460,593279152,879052
461,1953,124.370712,3.0,312,879053,3,461,593279152,879053
462,1953,148.039939,1.0,443,461262,1,462,2482111348,226766
463,1953,148.039939,22.325653,443,461263,207,976335,2482111348,226767
464,1953,112.797235,1.0,281,848336,1,464,27114424,618448
465,1953,124.370712,3.0,312,879057,3,465,593279152,879057
466,1953,149.918587,1.0,392,740306,1,466,2154884632,568274
467,1953,149.918587,6.0,392,740307,6,467,2154884632,568275
468,1953,112.797235,1.0,281,848340,1,468,27114424,618452
469,1953,112.797235,3.0,281,848341,3,469,27114424,618453
470,1953,150.732207,1.0,392,740310,1,470,2482111348,268758
471,1953,150.732207,8.0,392,740311,8,471,2482111348,268759
472,1953,123.529442,1.0,335,704472,1,472,121012864,382936
473,1953,113.636457,3.0,325,897497,3,473,106358020,897497
474,1953,123.529442,1.0,335,704474,1,474,121012864,382938
475,1953,136.613927,13.0,348,720859,13,475,593279152,879067
476,1953,123.529442,1.0,335,704476,1,476,121012864,382940
477,1953,123.529442,3.0,335,704477,3,477,121012864,382941
478,1953,160.666667,1.0,365,360926,1,478,6973568800,919518
479,1953,160.666667,34.34511,365,360927,176,408031,6973568800,919519
480,1953,123.806452,1.0,312,851936,1,480,106358020,851936
481,1953,149.788018,3.0,394,493537,3,481,2154884632,378849
482,1953,112.797235,1.0,281,848354,1,482,27114424,618466
483,1953,112.797235,6.0,281,848355,6,483,27114424,618467
484,1953,135.519201,1.0,374,855524,1,484,593279152,855524
485,1953,135.519201,3.0,374,855525,3,485,593279152,855525
486,1953,135.519201,1.0,374,855526,1,486,593279152,855526
487,1953,148.222734,22.675883,374,856551,225,856551,6973568800,689639
488,1953,123.806452,1.0,312,851944,1,488,106358020,851944
489,1953,160.641577,3.0,506,939497,3,489,7222283188,939497
490,1953,123.806452,1.0,312,851946,1,490,106358020,851946
491,1953,162.197645,8.0,431,871915,8,491,2521910212,665067
492,1953,136.971838,1.0,376,570348,1,492,593279152,570348
493,1953,136.971838,3.0,376,570349,3,493,593279152,570349
494,1953,136.971838,1.0,376,570350,1,494,593279152,570350
495,1953,159.49872,34.156682,374,855535,197,618991,17202377752,807407
496,1953,136.704557,1.0,325,897520,1,496,106358020,425968
497,1953,123.806452,3.0,312,851953,3,497,106358020,851953
498,1953,136.702509,1.0,353,664050,1,498,1241684152,776178
499,1953,136.702509,6.0,353,664051,6,499,1241684152,776179
500,1953,136.704557,1.0,325,897524,1,500,106358020,425972
501,1953,136.704557,3.0,325,897525,3,501,106358020,425973
502,1953,148.398874,1.0,375,285174,1,502,2154884632,958966
503,1953,148.398874,8.0,375,285175,8,503,2154884632,958967
504,1953,149.704045,1.0,356,849912,1,504,593279152,792056
505,1953,148.021505,3.0,382,936953,3,505,1570824736,968697
506,1953,149.704045,1.0,356,849914,1,506,593279152,792058
507,1953,148.05786,22.33999,384,624635,140,968699,1570824736,726523
508,1953,161.592422,1.0,384,624636,1,508,17202377752,637948
509,1953,161.592422,3.0,384,624637,3,509,17202377752,637949
510,1953,175.530466,1.0,418,847358,1,510,24414590536,753662
511,1953,189.547875,59.422939,418,847359,251,376831,56991483520,704511
